Age;Gender;MaritalStatus;ChildrenNumber;HasChildren;CountryCitizen;CountryLive;IsEthnicMinority;LanguageAtHome;EmploymentField;Income;IsUnderEmployed;SchoolDegree;SchoolMajor;HoursLearning;MoneyForLearning;MonthsProgramming
21;male;NA;NA;NA;Ukraine;Ukraine;0;Russian;NA;NA;NA;associate's degree;Electrical Engineering;NA;0;40
31;male;NA;NA;NA;United States of America;United States of America;0;English;education;45000;1;master's degree (non-professional);Mental Health Counseling;12;500;8
36;female;married or domestic partnership;2;1;United States of America;United States of America;0;English;software development;NA;0;master's degree (non-professional);Liberal Arts;20;200;9
25;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;bachelor's degree;Communications;5;0;24
30;male;NA;NA;NA;Poland;Poland;0;Polish;software development;30000;0;master's degree (non-professional);Electrical Engineering;10;100;24
28;male;NA;NA;NA;Mexico;Mexico;0;Spanish;NA;NA;NA;bachelor's degree;Software Engineering;8;0;36
25;female;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;bachelor's degree;Political Science;20;300;4
32;female;NA;NA;NA;United States of America;Korea South;1;English;education;36000;0;bachelor's degree;Business Administration;10;100;4
33;male;NA;NA;NA;Canada;Canada;1;English;NA;NA;NA;some college credit- no degree;NA;30;1000;24
52;male;NA;NA;NA;United States of America;United States of America;0;English;software development;45000;1;some college credit- no degree;NA;30;25000;24
36;male;married or domestic partnership;2;1;Canada;Canada;0;French;construction and extraction;38000;1;some college credit- no degree;NA;10;100;6
31;female;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;bachelor's degree;English;30;500;1
50;male;married or domestic partnership;NA;0;United States of America;United States of America;1;English;finance;90000;0;bachelor's degree;Computer Science;4;50;12
28;male;single- never married;NA;0;Canada;Canada;0;English;construction and extraction;45000;1;trade- technical- or vocational training;NA;20;500;14
31;male;married or domestic partnership;NA;0;United States of America;United States of America;0;English;software development;40000;1;associate's degree;Criminal Justice;20;0;18
28;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;software development;30000;0;some college credit- no degree;NA;10;0;24
20;male;NA;NA;NA;Israel;Israel;0;English;NA;NA;NA;high school diploma or equivalent (GED);NA;NA;NA;NA
24;male;married or domestic partnership;NA;0;United States of America;United States of America;0;English;Devops  / Systems Administration ;32000;0;some college credit- no degree;NA;5;60;36
22;male;NA;NA;NA;Australia;Australia;0;English;NA;NA;NA;some college credit- no degree;NA;15;130;5
29;female;single- never married;NA;0;United States of America;United States of America;0;English;office and administrative support;33000;1;some college credit- no degree;NA;15;300;18
26;male;NA;NA;NA;Colombia;Colombia;0;Spanish;NA;NA;NA;professional degree (MBA- MD- JD- etc.);Computer Science;20;0;48
25;male;NA;NA;NA;United States of America;United States of America;0;English;food and beverage;8000;1;bachelor's degree;Music;12;200;6
40;male;NA;NA;NA;Canada;Chile;1;English;NA;NA;NA;trade- technical- or vocational training;NA;20;0;8
30;male;NA;NA;NA;Italy;United States of America;0;English;NA;NA;NA;master's degree (non-professional);Physics;50;300;3
36;male;married or domestic partnership;1;1;United States of America;Japan;0;English;NA;NA;NA;associate's degree;Business Administration;30;400;6
24;female;NA;NA;NA;United States of America;United States of America;1;Yue (Cantonese) Chinese;marketing/technical/administrative support for medical devices;30000;0;bachelor's degree;Communications;1;1200;3
24;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;NA;NA;NA;bachelor's degree;Engineering;20;100;2
31;male;married or domestic partnership;1;1;United States of America;United States of America;1;English;education;80000;0;bachelor's degree;Political Science;10;2500;24
31;female;NA;NA;NA;United States of America;United States of America;1;English;education;21000;0;master's degree (non-professional);English;7;500;8
16;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some high school;NA;32;150;12
22;male;NA;NA;NA;United States of America;United States of America;0;English;software development;15000;1;high school diploma or equivalent (GED);NA;20;50;48
37;male;married or domestic partnership;2;1;United States of America;United States of America;1;Tagalog;office and administrative support;28000;1;bachelor's degree;Computer Science;10;100;24
16;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;no high school (secondary school);NA;0;0;8
32;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;software development;36000;0;some college credit- no degree;NA;40;0;36
23;female;NA;NA;NA;United States of America;United States of America;0;English;health care;35000;0;bachelor's degree;Nursing;25;5000;2
34;male;NA;NA;NA;Colombia;Colombia;0;Spanish;software development;12000;0;bachelor's degree;Electrical Engineering;15;200;NA
34;male;married or domestic partnership;2;1;Ireland;Ireland;0;Spanish;office and administrative support;28000;0;high school diploma or equivalent (GED);NA;5;300;6
36;male;NA;NA;NA;Honduras;United States of America;0;Spanish;NA;NA;1;some college credit- no degree;NA;20;250;3
33;male;NA;NA;NA;United States of America;United States of America;0;English;Biotechnology;45000;0;Ph.D.;Biomedical Science;10;500;12
29;male;NA;NA;NA;United States of America;United States of America;0;English;software development;32000;1;bachelor's degree;Liberal Arts;5;0;12
22;female;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;some college credit- no degree;NA;8;500;24
39;male;married or domestic partnership;3;1;United States of America;United States of America;0;English;arts- entertainment- sports- or media;15000;1;master's degree (non-professional);Business Administration;10;1000;13
31;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;health care;62000;0;trade- technical- or vocational training;NA;5;80;6
22;female;NA;NA;NA;Canada;Canada;0;French;NA;NA;NA;bachelor's degree;Business Administration;2;0;1
24;male;NA;NA;NA;India;United States of America;1;Telugu;NA;NA;NA;master's degree (non-professional);Information Systems;NA;300;100
38;male;NA;NA;NA;United States of America;United States of America;1;Spanish;software development;NA;0;bachelor's degree;Structural Engineering;5;9000;18
35;male;NA;NA;NA;United States of America;United States of America;0;English;software development;54000;0;bachelor's degree;Public Administration;10;15000;12
17;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some high school;NA;20;60;6
48;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;NA;NA;NA;associate's degree;Computer Programming;15;500;12
20;female;NA;NA;NA;Mexico;Mexico;0;Spanish;NA;NA;NA;high school diploma or equivalent (GED);NA;5;40;48
29;female;NA;NA;NA;United States of America;United States of America;0;English;software development;10000;0;master's degree (non-professional);Liberal Arts;8;200;15
29;female;married or domestic partnership;2;1;Mexico;Canada;0;Spanish;NA;NA;NA;high school diploma or equivalent (GED);NA;10;50;2
46;male;married or domestic partnership;NA;0;Netherlands;Netherlands;0;English;software development;100000;0;master's degree (non-professional);Chemistry;20;4000;160
25;male;NA;NA;NA;United States of America;United States of America;0;English;software development;31000;0;bachelor's degree;Biology;5;0;6
32;male;NA;NA;NA;Brazil;New Zealand;0;Portuguese;Supermarket;20000;1;bachelor's degree;Information Technology;25;3000;12
56;male;NA;NA;NA;United States of America;United States of America;0;English;software development;18000;1;associate's degree;Electrical Engineering;40;1000;22
26;male;single- never married;1;1;United States of America;United States of America;0;English;software development;55000;0;some college credit- no degree;NA;60;2000;96
38;male;married or domestic partnership;3;1;Mexico;Mexico;NA;Spanish;software development;24000;0;bachelor's degree;Computer Science;5;300;NA
23;male;NA;NA;NA;United States of America;United States of America;1;English;software development;NA;0;bachelor's degree;Journalism;40;NA;12
19;male;NA;NA;NA;Lithuania;Germany;0;Russian;software development;36000;0;professional degree (MBA- MD- JD- etc.);Computer Science;15;120;48
29;male;married or domestic partnership;3;1;United States of America;United States of America;0;English;Systems Administration;55000;0;associate's degree;Information Technology;4;0;2
23;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;NA;NA;NA;high school diploma or equivalent (GED);NA;30;30;8
48;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;software development;110000;0;master's degree (non-professional);Physics;20;NA;144
40;female;NA;NA;NA;Canada;Canada;1;English;office and administrative support;50800;0;some college credit- no degree;NA;3;100;6
25;male;NA;NA;NA;United States of America;United States of America;1;English;software development;9000;0;associate's degree;Computer Science;10;40;36
19;male;NA;NA;NA;Canada;Canada;0;English;NA;NA;NA;bachelor's degree;Computer Science;10;0;80
24;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;bachelor's degree;Math;45;0;36
22;female;NA;NA;NA;United States of America;United States of America;0;English;GIS/Remote Sensing;45000;0;bachelor's degree;Civil Engineering;10;0;24
20;male;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;high school diploma or equivalent (GED);NA;NA;50;NA
57;male;married or domestic partnership;1;1;United States of America;United States of America;0;English;arts- entertainment- sports- or media;111000;1;some college credit- no degree;NA;7;50;24
42;male;single- never married;1;1;United States of America;United States of America;1;English;health care;42000;0;some college credit- no degree;NA;8;0;2
29;female;single- never married;1;1;United States of America;United States of America;1;English;Government ;47000;1;master's degree (non-professional);Psychology;10;250;3
26;male;NA;NA;NA;Estonia;Estonia;0;English;NA;NA;NA;bachelor's degree;Economics;25;500;8
28;male;NA;NA;NA;United States of America;United States of America;0;English;food and beverage;40000;1;some college credit- no degree;NA;10;0;12
35;male;single- never married;NA;0;Bangladesh;Bangladesh;0;Bengali;NA;NA;NA;bachelor's degree;Accounting;10;450;6
44;female;NA;NA;NA;United States of America;United States of America;0;English;health care;43000;0;bachelor's degree;Nursing;20;200;3
42;male;divorced;3;1;United States of America;United States of America;0;English;arts- entertainment- sports- or media;54000;1;bachelor's degree;Anthropology;10;200;6
35;male;married or domestic partnership;2;1;United States of America;United States of America;1;English;Quality Assurance ;79000;0;bachelor's degree;English;12;500;24
30;female;NA;NA;NA;United States of America;United States of America;1;English;NA;NA;NA;master's degree (non-professional);Education;1;200;8
33;male;NA;NA;NA;United States of America;United States of America;0;English;software development;84000;0;bachelor's degree;Computer Science;14;600;96
54;male;married or domestic partnership;4;1;United States of America;United States of America;0;English;Printer repair ;90000;0;trade- technical- or vocational training;NA;20;20;5
19;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;some college credit- no degree;NA;5;25;60
31;male;NA;NA;NA;Angola;Angola;0;Portuguese;NA;NA;NA;bachelor's degree;Audio and Video Production;1;0;5
28;male;single- never married;NA;0;Kazakhstan;Kazakhstan;0;Russian;software development;8000;1;high school diploma or equivalent (GED);NA;40;0;8
27;female;single- never married;NA;0;Singapore;Singapore;0;Mandarin Chinese;software development;30000;0;bachelor's degree;Computer Science;1;0;121
37;female;married or domestic partnership;3;1;United States of America;United States of America;0;English;arts- entertainment- sports- or media;36000;1;bachelor's degree;Graphic Design;10;60;3
25;male;NA;NA;NA;United States of America;United States of America;0;English;NA;NA;NA;associate's degree;Business Administration;8;0;3
19;male;NA;NA;NA;Pakistan;NA;0;Urdu;NA;NA;NA;some high school;NA;3;0;24
31;genderqueer;NA;NA;NA;United States of America;United States of America;1;English;software development;35000;1;bachelor's degree;Communications;20;3000;6
22;male;NA;NA;NA;United States of America;United States of America;1;Spanish;NA;NA;NA;associate's degree;General Studies;30;7000;6
57;male;married or domestic partnership;4;1;United States of America;United States of America;0;English;software development;144000;0;bachelor's degree;Computer Science;25;100;480
58;male;married or domestic partnership;4;1;United States of America;United States of America;0;English;software development;90000;0;bachelor's degree;Electrical Engineering;NA;0;360
23;male;NA;NA;NA;Guyana;United States of America;1;English;NA;NA;NA;bachelor's degree;Biology;15;0;10
